quote,code
"[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened ""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big """"ush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big de""""sh also defended the] Mission Accomplished ... People make a big deal ou""""""Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big """"ush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certain""""ush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If peop""""sh also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people ha""""h also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work"""" also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a b""""also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big dea""""lso defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened"" I said there is more hard work to do. And there is hard work to do.""""[Bush also defended the] Mission Accomplished ... People make a big deal out of """"so defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened""""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no int""""o defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that this was over; quite the contrary. If people had listened """"""[Bush also defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to"""" defended the] Mission Accomplished ... People make a big deal out of it. It was not a mistake to go to the carrier. And there was certainly no intention to say that th""",??
I do not allow myself to suppose that either the convention or the League have concluded to decide that I am either the greatest or the best man in America but rather they have concluded it is not best to swap horses while crossing the river and ha,??
The assertion that 'all men are created equal' was of no practical use in effecting our separation from Great Britain and it was placed in the Declaration not for that but for future use,??
Whatever spiteful fools may say Each jealous ranting yelper No woman ever went astray Without a man to help her,??
I intend no modification of my oft-expressed personal wish that all men everywhere could be free.,??
Were it not for my little jokes I could not bear the burdens of this office.,??
You cannot help men permanently by doing for them what they could do for themselves.,??
I have endured a great deal of ridicule without much malice and have received a great deal of kindness not quite free from ridicule.,??
It is not best to swap horses while crossing the river,??
The people when rightly and fully trusted will return the trust,??
A majority held in restraint by constitutional checks and limitations and always changing easily with deliberate changes of popular opinions and sentiments is the only true sovereign of a free people,??
It is my ambition and desire to so administer the affairs of the government while I remain President that if at the end I have lost every other Friend on earth I shall at least have one friend remaining and that one shall be down inside me,??
The occasion is piled high with difficulty and we must rise high with the occasion,??
For those who like this sort of thing this is the sort of thing they like.,??
I must run the machine as I find it.,??
God must love the common man he made so many of them,??
The people know their rights and they are never slow to assert and maintain them when they are invaded,??
Whenever there is a conflict between human rights and property rights human rights must prevail,??
A friend is one who has the same enemies as you have,??
I can't spare this man; he fights.,??
Let no feeling of discouragement prey upon you and in the end you are sure to succeed.,??
I am a slow walker but I never walk backwards.,??
Our strife pertains to ourselves - to the passing generations of men; and it can without convulsion be hushed forever with the passing of one generation,??
I will study and get ready and perhaps my chance will come.,??
In giving freedom to the slave we assure freedom to the free - honorable alike in what we give and what we preserve.,??
Fourscore and seven years ago our fathers brought forth on this continent a new nation conceived in liberty and dedicated to the proposition that all men are created equal,??
I regard no man as poor who has a godly mother.,??
I know that the Lord is always on the side of the right. But it is my constant anxiety and prayer that I and this nation should be on the Lord's side.,??
If destruction be our lot we must ourselves be its author and finisher.  As a nation of freemen we must live through all time or die by suicide.,??
There are too many pigs for the teats,??
Among free men there can be no successful appeal from the ballot to the bullet,??
One is a majority if he is right.,??
Although volume upon volume is written to prove slavery a very good thing we never hear of the man who wishes to take the good of it by being a slave himself,??
You cannot keep out of trouble by spending more than you earn.,??
Why should there not be a patient confidence in the ultimate justice of the people? Is there any better or equal hope in the world?,??
Sir my concern is not whether God is on our side; my greatest concern is to be on God's side for God is always right,??
How many legs does a dog have if you call his tail a leg? The answer is four because calling a tail a leg doesn't make it a leg.,??
Sorrow comes to all...Perfect relief is not possible except with time. You cannot now realize that you will ever feel better and yet you are sure to be happy again.,??
These capitalists generally act harmoniously and in concert to fleece the people,??
[Smiley writes that upon meeting Harriet Beecher Stowe the author of] Uncle Tom?s Cabin ... So this is the little lady who made this big war.,??
I will be frank. The taste is in my mouth ... .,??
"We must free the slaves or be ourselves subdued. The slaves were undeniably a element of strength to those who had their service and we must decide whether that element should be with us or against us. Emancipation""and we must decide whether  will strike at the heart of the rebellion."" Said to Secretary of the Navy Gideon Welles.""will strike at the heart of the rebellion."" S""ill""""e must free the slaves or be ourselves subdued. The slaves were undeniably a element of strength to those who had their service and we must decide whether that element should be with us or ""ag"""" m""""""e must free the slaves or be ourselves subdued. The slaves were undeniably a element of strength to those who had their service and we must decide whether that element should be with us or against us"". Emancipation""and we must decide whether  will strike at the heart of the rebellion."" Said to Secretary of the Navy Gideon Welles.""will strike at the heart of the rebellion."" S""il"""" must free the slaves or be ourselves subdued. The slaves were undeniably a element of strength to those who had their service and we must decide whether that element should be wit""",??
If I am killed I can die but once; but to live in constant dread of it is to die over and over again,??
You are ambitious which within reasonable bounds does good rather than harm.,??
The Bible is not my book and Christianity is not my religion. I could never give assent to the long complicated statements of Christian dogma.,??
I don't like that man.  I must get to know him better.,??
Military glory - that attractive rainbow that rises in showers of blood,??
You can have anything you want - if you want it badly enough. You can be anything you want to be do anything you set out to accomplish if you hold to that desire with singleness of purpose.,??
In the end it is not the years in your life that count. It is the life in your years,??
Human nature will not change. In any future great national trial compared with the men of this we shall have as weak and as strong as silly and as wise as bad and as good.,??
Always bear in mind that your own resolution to succeed is more important than any one thing.,??
A statesman is he who thinks in the future generations and a politician is he who thinks in the upcoming elections.,??
I care not for a man's religion whose dog and cat are not the better for it,??
I am satisfied that when the Almighty wants me to do or not do any particular thing He finds a way of letting me know it,??
Moral principle is a looser bond than pecuniary interest,??
I can not deny that all may be swept away. Broken by it I too may be; bow to it I never will. The probability that we may fall in the struggle ought not to deter us from the support of a cause that we believe to be just; it shall not deter me.,??
I don't know who my grandfather was; I'm much more concerned to know what his grandson will be.,??
What is conservatism? Is it not adherence to the old and tried against the new and untried,??
Democracy is the government of the people by the people for the people,??
Public opinion though often formed upon a wrong basis yet generally has a strong underlying sense of justice,??
With malice toward none with charity for all with firmness in the right as God gives us to see the right let us strive to finish the work we are in to bind up the nation's wounds. . . to do all which may achieve and cherish a just and lasting pea,??
Most folks are about as happy as they make up their minds to be,??
With the fearful strain that is on me night and day if I did not laugh I should die,??
A house divided against itself cannot stand.,??
Suspicions which may be unjust need not be stated,??
If the policy of the Government upon vital questions affecting the whole people is to be irrevocably fixed by decisions of the Supreme Court...the people will have ceased to be their own rulers.,??
I have always found that mercy bears richer fruits that strict justice.,??
The United States government must not undertake to run the Churches. When an individual in the Church or out of it becomes dangerous to the public interest he must be checked.,??
For people who like that kind of a book that is the kind of book they will like,??
Do not worry; eat three square meals a day; say your prayers; be courteous to your creditors; keep your digestion good; exercise; go slow and easy. Maybe there are other things your special case requires to make you happy but my friend these I reckon will give you a good lift. -,??
He can compress the most words into the smallest ideas of any man I ever met.,??
Will springs from the two elements of moral sense and self-interest.,??
That some should be rich shows that others may become rich and hence is just encouragement to industry and enterprise.,??
We must not promise what we ought not lest we be called on to perform what we cannot.,??
Among free men there can be no successful appeal from the ballot to the bullet.,??
A house divided against itself cannot stand -- I believe this government cannot endure permanently half slave and half free.,??
Nothing valuable can be lost by taking time.,??
I laugh because I must not cry. That is all. That is all.,??
In giving freedom to the slave we assure freedom to the free -- honorable alike in what we give and what we preserve.,??
Truth is generally the best vindication against slander.,??
The shadow is what we think of it; the tree is the real thing.,??
It is better to remain quiet and be thought a fool...,??
Friends I agree with you in Providence; but I believe in the Providence of the most men the largest purse and the longest cannon.,??
Property is the fruit of labor; property is desirable; it is a positive good in the world.,??
Prohibition will work great injury to the cause of temperance. It is a species of intemperance within itself for it goes beyond the bounds of reason in that it attempts to control a man's appetite by legislation and makes a crime out of things that are not crimes. A Prohibition law strikes a blow at the very principles upon which our government was founded.,??
Whether or not the world would be vastly benefited by a total banishment from it of all intoxicating drinks seems not now an open question. Three-fourths of mankind confess the affirmative with their tongues and I believe all the rest acknowledge it in their hearts.,??
All that I am or hope to be I owe to my angel mother. I remember my mother's prayers and they have always followed me. They have clung to me all my life.,??
We must ask where we are and whither we are tending.,??
If you wish to win a man over to your ideas first make him your friend.,??
I am not concerned that you have fallen -- I am concerned that you arise.,??
Force is all-conquering but its victories are short-lived.,??
No man has a good enough memory to make a successful liar.,??
Fourscore and seven years ago our fathers brought forth upon this continent a new nation conceived in liberty and dedicated to the proposition that all men are created equal. We here highly resolve that the dead shall not have died in vain that this nation under God shall have a new birth of freedom; and that government of the people by the people and for the people shall not perish from the earth.,??
In law it is good policy never to plead what you need not lest you oblige yourself to prove what you cannot,??
Let me not be understood as saying that there are no bad laws nor that grievances may not arise for the redress of which no legal provisions have been made. I mean to say no such thing. But I do mean to say that although bad laws if they exist should be repealed as soon as possible still while they continue in force for the sake of example they should be religiously observed.,??
A jury too often has at least one member more ready to hang the panel than to hang the traitor.,??
I am glad to know that there is a system of labor where the laborer can strike if he wants to!  I would like to God that such a system prevailed all over the world,??
Kindness is the only service that will stand the storm of life and not wash out. It will wear well and will be remembered long after the prism of politeness or the complexion of courtesy has faded away.,??
In times like these men should utter nothing for which they would not be willingly responsible through time and in eternity.,??
Seriously I do not think I fit for the presidency.,??
This human struggle and scramble for office for a way to live without work will finally test the strength of our institutions,??
I can make a General in five minutes but a good horse is hard to replace.,??
We shall nobody save or meanly lose the last best hope,??
The fiery trials through which we pass will light us down in honor or dishonor to the latest generation.,??
Fellow citizens we cannot escape history.,??
Most folks are about as happy as they make up their minds to be.,??
In all that people can individually do as well for themselves government ought not to interfere.,??
The plainest print cannot be read through a gold eagle,??
It is difficult to make a man miserable while he feels worthy of himself and claims kindred to the great God who made him.,??
Tell us any lie you want to In any kind of mixture But we pray you God we pray you Don't show us his picture.,??
Military glory --the attractive rainbow that rises in showers of blood.,??
Tell me what brand of whiskey that Grant drinks. I would like to send a barrel of it to my other generals.,??
Few can be induced to labor exclusively for posterity; and none will do it enthusiastically. Posterity has done nothing for us; and theorize on it as we may practically we shall do very little for it. . .,??
With high hope for the future no prediction is ventured.,??
'A drop of honey catches more flies than a gallon of gal.'' So with men. If you would win a man to your cause first convince him that you are his sincere friend. Therein is a drop of honey which catches his heart which say what he will is the highroad to his reason.,??
I desire to so conduct the affairs of this administration that if at the end when I come to lay down the reins of power I have lost every other friend on earth I shall at least have one friend left and that friend shall be down inside of me.,??
Freedom is not the right to do what we want but what we ought. Let us have faith that right makes might and in that faith let us; to the end dare to do our duty as we understand it.,??
Do not destroy that immortal emblem of humanity the Declaration of Independence.,??
The shepherd drives the wolf from the sheep's throat for which the sheep thanks the shepherd as his liberator while the wolf denounces him for the same act as the destroyer of liberty.,??
I fear explanations explanatory of things explained,??
There are few things wholly evil or wholly good. Almost everything especially of government policy is an inseparable compound of the two so that our best judgment of the preponderance between them is continually demanded.,??
Only events and not a man's exertions in his own behalf can make a President,??
Resolve to be honest at all events: and if in your judgment you cannot be an honest lawyer resolve to be honest without being a lawyer. Choose some other occupation.,??
We know nothing of what will happen in future but by the analogy of experience,??
Four score and seven years ago our father brought forth upon this continent a new nation conceived in liberty and dedicated to the proposition that all men are created equal,??
People who like this sort of thing will find this the sort of thing they like.,??
Wanting to work is so rare a merit that it should be encouraged.,??
Honest statesmanship is the wise employment of individual manners for the public good,??
If elected I shall be thankful; if not it will be all the same.,??
Freedom is the last best hope of earth.,??
The sense of obligation to continue is present in all of us. A duty to strive is the duty of us all. I felt a call to that duty.,??
The power confided in me will be used to hold occupy and possess the property and places belonging to the government and to collect the duties and imposts.,??
If there is anything which it is the duty of the whole people to never entrust to any hands but their own Ã_â‚¬Â¨ÃçÃ_â€°Å’Â¢Ã_â‚¬Å’Â¢Ã_Â¢Ã_â€°Ã¥ÂÅÃ§Ã_â€°Å’Ã¥Ã_â‚¬Å’Â¢Ã_Â¢Ã_Ã__Å’Ã¥Ã_â€°Å’Âù that thing is the preservation of their own liberties and institutions.,??
If you collect the signatures of all persons who are no less distinguised than I you will have a very undistinguishing mass of names.,??
Politicians are a set of men who have interests aside from the interests of the people and who to say the most of them are taken as a mass at least one long step removed from honest men,??
The leading rule for the lawyer as for the man of every other calling is diligence. Leave nothing for to-morrow which can be done to-day.,??
Will springs from the two elements of moral sense and self interest,??
When you have got an elephant by the hind leg and he is trying to run away it's best to let him run.,??
Determine that the thing can and shall be done and then we shall find the way.,??
When the white man governs himself that is self-government; but when he governs himself and also governs another man that is more than self government - that is despotism,??
Public sentiment is everything. With public sentiment nothing can fail; without it nothing can succeed. He who molds public sentiment goes deeper than he who enacts statutes or decisions possible or impossible to execute.,??
If you once forfeit the confidence of your fellow citizens you can never regain their respect and esteem. You may fool all of the people some of the time; you can even fool some of the people all the time; but you can't fool all of the people all of the time.,??
You may deceive all the people part of the time and part of the people all the time but not all the people all the time.,??
I destroy my enemy when I make him my friend.,??
If I care to listen to every criticism let alone act on them then this shop may as well be closed for all other businesses. I have learned to do my best and if the end result is good then I do not care for any criticism but if the end result is not good then even the praise of ten angels would not make the difference.,??
If the end brings me out all right what is said against me won't amount to anything. If the end brings me out wrong then ten angels swearing I was right would make no difference.,??
He reminds me of the man who murdered both his parents and then when the sentence was about to be pronounced pleaded for mercy on the grounds that he was orphan.,??
It is difficult to make a man miserable while he feels worthy of himself and claims kindred to the great God who made him,??
A woman is the only thing I am afraid of that I know will not hurt me,??
The only faith that wears well and holds its color in all weathers is that which is woven of conviction and set with the sharp mordant of experience,??
I claim not to have controlled events but confess plainly that events have controlled me,??
The right of peaceable assembly and of petition Ã_â‚¬Â¨ÃçÃ_Ã_Ã_Ã_Â»Ã_â‚¬Å’Â¢Ã_Â¢Ã_Ã__Å’Ã¥Ã_â€°Å’ÃÅ is the constitutional substitute for revolution.,??
As President I have no eyes but constitutional eyes; I cannot see you,??
If you once forfeit the confidence of your fellow citizens you can never regain their respect and esteem. It is true that you may fool all of the people some of the time; you can even fool some of the people all of the time; but you can't fool all of the people all of the time.,??
He can compress the most words into the smallest idea of any man I ever met.,??
A farce or comedy is best played; a tragedy is best read at home.,??
We here highly resolve that these dead shall not have died in vain.,??
Fellow citizens we cannot escape history,??
I fear you do not fully comprehend the danger of abridging the liberties of the people. Nothing but the sternest necessity can ever justify it. A government had better go to the extreme of toleration than to do aught that could be construed into an interference with or to jeopardize in any degree the common rights of its citizens.,??
What has once happened will invariably happen again when the same circumstances which combined to produce it shall again combine in the same way,??
If I were to try to read much less answer all the attacks made on me this shop might as well be closed for any other business. I do the very best I know how -- the very best I can. And I mean to keep on doing it to the end. If the end brings me out all right what is said against me will not amount to anything. If the end brings me out all wrong ten angels swearing I was right would make no difference.,??
Character is like a tree and reputation like its shadow. The shadow is what we think of it; the tree is the real thing: I desire so to conduct the affairs of this administration that if at the end when I come to lay down the reins of power I have l,??
You cannot build character and courage by taking away man's initiative and independence.,??
When the conduct of men is designed to be influenced persuasion kind unassuming persuasion should ever be adopted. It is an old and true maxim that 'a drop of honey catches more flies than a gallon of gall.' So with men. If you would win a man to your cause first convince him that you are his sincere friend. Therein is a drop of honey that catches his heart which say what he will is the great highroad to his reason and which once gained you will find but little trouble in convincing him of the justice of your cause if indeed that cause is really a good one.,??
To correct the evils great and small which spring from want of sympathy and from positive enmity among strangers as nations or as individuals is one of the highest functions of civilization.,??
Books serve to show a man that those original thoughts of his aren't very new after all,??
That this nation under God shall have a new birth of freedom; and that government of the people by the people and for the people shall not perish from the earth.,??
A universal feeling whether well or ill founded cannot be safely disregarded.,??
Friends I agree with you in Providence; but I believe in the Providence of the most men the largest purse and the longest cannon,??
I believe if we take habitual drunkards as a class their heads and their hearts will bear an advantageous comparison with those of any other class,??
I hope it will not be irreverent in me to say that if it be probable that God would reveal his will to others on a point so connected with my duty it might be supposed he would reveal it directly to me,??
I am a success today because I had a friend who believed in me and I didn't have the heart to let him down...,??
The love of property and consciousness of right and wrong have conflicting places in our organization which often makes a man's course seem crooked his conduct a riddle,??
I could as easily bail out the Potomac River with a teaspoon as attend to all the details of the army,??
Prohibition goes beyond the bounds of reason in that it attempts to control a man's appetite by legislation and makes crimes out of things that are not crimes.,??
If you call a tail a leg how many legs does a horse have?  Four calling a tail a leg does not make it a leg,??
We live in the midst of alarms; anxiety beclouds the future; we expect some new disaster with each newspaper we read.,??
The best thing about the future is that it comes only one day at a time.,??
Most folks are as happy as they make up their minds to be.,??
To stand in silence when they should be protesting makes cowards out of men.,??
I do the very best I know how - the very best I can; and I mean to keep on doing so until the end.,??
You cannot help men permanently by doing for them what they could and should do for themselves.,??
I want it said of me by those who knew me best that I always plucked a thistle and planted a flower where I thought a flower would grow.,??
If I had eight hours to chop down a tree I'd spend six hours sharpening my ax.,??
You can fool all the people some of the time and some of the people all the time but you cannot fool all the people all the time.,??
Books serve to show a man that those original thoughts of his aren't very new at all.,??
All I am or can be I owe to my angel mother.,??
You cannot build character and courage by taking away a man's initiative and independence.,??
To give victory to the right not bloody bullets but peaceful ballots only are necessary.,??
I hope to stand firm enough to not go backward and yet not go forward fast enough to wreck the country's cause.,??
With malice toward none with charity for all with firmness in the right as God gives us to see the right let us finish the work ;we are in.,??
Character is like a tree and reputation like its shadow. The shadow is what we think of it; the tree is the real thing.,??
I don't like that man. I must get to know him better.,??
As our case is new we must think and act anew.,??
Some day I shall be President.,??
Knavery and flattery are blood relations.,??
With public sentiment nothing can fail. Without it nothing can succeed.,??
The best way to destroy an enemy is to make him a friend.,??
"There is another old poet whose name I do not now remember who said Truth is the daughter of Time.""here is another old poet whose """"""here is another old poet whose nam""",??
He who molds the public sentiment... makes statutes and decisions possible or impossible to make.,??
Give me six hours to chop down a tree and I will spend the first four sharpening the axe.,??
We should be too big to take offense and too noble to give it.,??
If once you forfeit the confidence of your fellow-citizens you can never regain their respect and esteem.,??
To sin by silence when they should protest makes cowards of men.,??
Ballots are the rightful and peaceful successors to bullets.,??
The things I want to know are in books; my best friend is the man who'll get me a book I ain't read.,??
Hold on with a bulldog grip and chew and choke as much as possible.,??
How many legs does a dog have if you call the tail a leg? Four. Calling a tail a leg doesn't make it a leg.,??
Never stir up litigation. A worse man can scarcely be found than one who does this.,??
The shepherd drives the wolf from the sheep's for which the sheep thanks the shepherd as his liberator while the wolf denounces him for the same act as the destroyer of liberty. Plainly the sheep and the wolf are not agreed upon a definition of liberty.,??
The people themselves and not their servants can safely reverse their own deliberate decisions.,??
When you have got an elephant by the hind legs and he is trying to run away it's best to let him run.,??
Stand with anybody that stands right stand with him while he is right and part with him when he goes wrong.,??
Every one desires to live long but no one would be old.,??
I don't know who my grandfather was; I am much more concerned to know what his grandson will be.,??
When I hear a man preach I like to see him act as if he were fighting bees.,??
Lets have faith that right makes might; and in that faith let us to the end dare to do our duty as we understand it.,??
Die when I may I want it said by those who knew me best that I always plucked a thistle and planted a flower where I thought a flower would grow.,??
I do not think much of a man who is not wiser today than he was yesterday.,??
With the fearful strain that is on me night and day if I did not laugh I should die.,??
Sir my concern is not whether God is on our side; my greatest concern is to be on God's side for God is always right.,??
People are just as happy as they make up their minds to be.,??
In the end it's not the years in your life that count. It's the life in your years.,??
In great contests each party claims to act in accordance with the will of God. Both may be and one must be wrong.,??
If we could first know where we are and whither we are tending we could then better judge what to do and how to do it.,??
I can make more generals but horses cost money.,??
Don't interfere with anything in the Constitution. That must be maintained for it is the only safeguard of our liberties.,??
These capitalists generally act harmoniously and in concert to fleece the people.,??
Important principles may and must be inflexible.,??
It is better to remain silent and be thought a fool than to open one's mouth and remove all doubt.,??
If this is coffee please bring me some tea; but if this is tea please bring me some coffee.,??
The ballot is stronger than the bullet.,??
Things may come to those who wait but only the things left by those who hustle.,??
I will prepare and some day my chance will come.,??
Government of the people by the people for the people shall not perish from the Earth.,??
If you look for the bad in people expecting to find it you surely will.,??
No man has a good enough memory to be a successful liar.,??
Most folks are about as happy as they make their minds up to be.,??
Don't worry when you are not recognized but strive to be worthy of recognition.,??
I am a firm believer in the people. If given the truth they can be depended upon to meet any national crisis. The great point is to bring them the real facts.,??
Everybody likes a compliment.,??
