|0|code
178|[,, honor, your, parents, and, be, grateful, to, them, for, providing, for, you, the, precious, privileges, of, a, Sunday, School, ., ``, Now, my, dear, little, friends, ,, sit, up, straight, and, pretty, --, there, ,, that, 's, it, --, and, give, me, your, attention, and, let, me, tell, you, about, a, poor, little, Sunday, School, scholar, I, once, knew., --, He, lived, in, the, far, west, ,, and, his, parents, were, poor, ., They, could, not, give, him, a, costly, education, ;, but, they, were, good, and, wise, and, they, sent, him, to, the, Sunday, School, ., He, loved, ...]|1
179|[his, Honor, and, Mr, ., Braham, ., ), Juror, sworn, in, ., Mr., Braham, whispered, to, O'Keefe, ,, ``, that, 's, the, man, ., '', Avery, Hicks, ,, pea-nut, peddler, ., Did, he, ever, hear, of, this, case, ?, The, man, shook, his, head, ., ``, Can, you, read, ?, '', ``, No, ., '', ``, Any, scruples, about, capital, punishment, ?, '', ``, No, ., '', He, was, about, to, be, sworn, ,, when, the, district, attorney, turning, to, him, carelessly, ,, remarked, ,, ``, Understand, the, nature, of, an, oath, ?, '', ``, Outside, ,, '', said, the, ...]|1
180|[in, a, vast, philanthropic, scheme, for, the, benefit, of, the, poor, ,, by, ,, the, use, of, this, wealth, ., But, ,, alas, ,, even, here, and, now, ,, the, same, ,, relentless, fate, pursued, her, ., The, villain, Selby, appears, again, upon, the, scene, ,, as, if, on, purpose, to, complete, the, ruin, of, her, life, ., He, appeared, to, taunt, her, with, her, dishonor, ,, he, threatened, exposure, if, she, did, not, become, again, the, mistress, of, his, passion, ., Gentlemen, ,, do, you, wonder, if, this, woman, ,, thus, pursued, ,, lost, her, reason, ,, was, beside, ...]|1
181|[appearances, ,, was, for, the, time, actually, bereft, of, reason, ,, and, not, responsible, for, his, acts, ., The, causes, of, this, momentary, possession, could, often, be, found, in, the, person, 's, life, ., [, It, afterwards, came, out, that, the, chief, expert, for, the, defense, ,, was, paid, a, thousand, dollars, for, looking, into, the, case, ., ], The, prosecution, consumed, another, day, in, the, examination, of, experts, refuting, the, notion, of, insanity, ., These, causes, might, have, produced, insanity, ,, but, there, was, no, evidence, that, they, have, produced, it, in, this, case, ,, or, that, the, prisoner, ...]|1
182|[and, J., W., Smith, elected, U., S., Senator, ;, Dilworthy, receiving, not, one, vote, !, Noble, promises, damaging, exposures, concerning, Dilworthy, and, certain, measures, of, his, now, pending, in, Congress, ., ``, Good, heavens, and, earth, !, '', exclaimed, the, Colonel, ., ``, To, the, Capitol, !, '', said, Washington, ., ``, Fly, !, '', And, they, did, fly, ., Long, before, they, got, there, the, newsboys, were, running, ahead, of, them, with, Extras, ,, hot, from, the, press, ,, announcing, the, astounding, news, ., Arrived, in, the, gallery, of, the, Senate, ,, the, friends, saw, a, curious, spectacle, very, ...]|1
183|[with, a, feverish, anxiety, ., It, would, be, wicked, ,, thought, Philip, ,, and, impious, ,, to, pray, for, luck, ;, he, felt, that, perhaps, he, ought, not, to, ask, a, blessing, upon, the, sort, of, labor, that, was, only, a, venture, ;, but, yet, in, that, daily, petition, ,, which, this, very, faulty, and, not, very, consistent, young, Christian, gentleman, put, up, ,, he, prayed, earnestly, enough, for, Ruth, and, for, the, Boltons, and, for, those, whom, he, loved, and, who, trusted, in, him, ,, and, that, his, life, might, not, be, a, misfortune, to, them, and, a, failure, ...]|1
184|[and, I, call, Him, to, witness, who, is, the, Truth, and, the, loving, Father, of, all, whose, lips, abhor, false, speaking, ;, I, pledge, my, honor, as, a, Senator, ,, that, I, have, spoken, but, the, truth, ., May, God, forgive, this, wicked, man, as, I, do, ., Mr., Noble, --, '', Senator, Dilworthy, ,, your, bank, account, shows, that, up, to, that, day, ,, and, even, on, that, very, day, ,, you, conducted, all, your, financial, business, through, the, medium, of, checks, instead, of, bills, ,, and, so, kept, careful, record, of, every, moneyed, transaction, ., Why, did, you, ...]|1
185|[for, the, sake, of, public, morals, ,, to, give, this, wretched, creature, such, a, rebuke, as, should, be, an, all-sufficient, evidence, to, her, and, to, such, as, her, ,, that, there, was, a, limit, where, the, flaunting, of, their, foul, acts, and, opinions, before, the, world, must, stop, ;, certain, of, them, ,, with, a, higher, art, ,, and, to, her, a, finer, cruelty, ,, a, sharper, torture, ,, uttered, no, abuse, ,, but, always, spoke, of, her, in, terms, of, mocking, eulogy, and, ironical, admiration, ., Everybody, talked, about, the, new, wonder, ,, canvassed, the, theme, of, her, proposed, ...]|1
186|[like, a, man, ,, sir, ,, spoken, like, a, man, !, Your, hand, ,, again, my, boy, !, And, always, remember, that, when, a, word, of, advice, from, Beriah, Sellers, can, help, ,, it, is, at, your, service, ., I, 'm, going, to, begin, again, ,, too, !, '', ``, Indeed, !, '', ``, Yes, ,, sir, ., I, 've, seen, enough, to, show, me, where, my, mistake, was, ., The, law, is, what, I, was, born, for, ., I, shall, begin, the, study, of, the, law, ., Heavens, and, earth, ,, but, that, Brabant, 's, a, wonderful, man, --, ...]|1
187|[a, golden, sound, ,, and, his, common, sayings, are, repeated, as, if, they, were, solid, wisdom, ., Philip, wished, to, be, alone, ;, his, good, fortune, at, this, moment, seemed, an, empty, mockery, ,, one, of, those, sarcasms, of, fate, ,, such, as, that, which, spreads, a, dainty, banquet, for, the, man, who, has, no, appetite, ., He, had, longed, for, success, principally, for, Ruth, 's, sake, ;, and, perhaps, now, ,, at, this, very, moment, of, his, triumph, ,, she, was, dying, ., ``, Shust, what, I, said, ,, Mister, Sederling, ,, '', the, landlord, of, the, Ilium, hotel, ...]|1
188|[comprehension, came, upon, me, that, all, solitary, and, alone, I, was, lingering, along, in, week, before, last, ,, and, the, world, was, out, of, sight, ., I, seemed, to, detect, in, myself, a, sort, of, sneaking, fellow-feeling, for, the, mummy, in, the, museum, ,, and, a, desire, to, swap, news, with, him, ., I, went, to, a, watchmaker, again, ., He, took, the, watch, all, to, pieces, while, I, waited, ,, and, then, said, the, barrel, was, ``, swelled, ., '', He, said, he, could, reduce, it, in, three, days, ., After, this, the, watch, averaged, well, ,, but, nothing, ...]|1
189|[fireworks, of, a, generation, ,, put, together, and, rained, down, simultaneously, out, of, heaven, in, one, brilliant, shower, upon, one, helpless, roof, ,, would, not, have, any, advantage, of, the, pyrotechnic, display, that, was, making, my, house, so, magnificently, conspicuous, in, the, general, gloom, of, the, storm, ., By, actual, count, ,, the, lightning, struck, at, my, establishment, seven, hundred, and, sixty-four, times, in, forty, minutes, ,, but, tripped, on, one, of, those, faithful, rods, every, time, ,, and, slid, down, the, spiral-twist, and, shot, into, the, earth, before, it, probably, had, time, to, be, surprised, at, the, way, the, ...]|1
190|[a, frog, ., ', ``, And, the, feller, took, it, ,, and, looked, at, it, careful, ,, and, turned, it, round, this, way, and, that, ,, and, says, ,, 'H, 'm, --, so, 't, is, ., Well, ,, what, 's, HE, good, for, ., ``, 'Well, ,, ', Smiley, says, ,, easy, and, careless, ,, 'he, 's, good, enough, for, one, thing, ,, I, should, judge, --, he, can, outjump, any, frog, in, Calaveras, County, ., ``, The, feller, took, the, box, again, ,, and, took, another, long, ,, particular, look, ,, and, give, it, back, to, Smiley, ,, and, ...]|1
191|[en, s'en, allant, est-ce, qu'il, ne, donne, pas, un, coup, d, pouce, par-dessus, l'epaule, ,, comme, ga, ,, au, pauvre, Daniel, ,, en, disant, de, son, air, delibere, ), :, ``, Eh, bien, !, I, no, see, not, that, that, frog, has, nothin, of, better, than, another, ., '', Smiley, himself, scratched, longtimes, the, head, ,, the, eyes, fixed, upon, Daniel, ,, until, that, which, at, last, he, said, :, ``, I, me, demand, how, the, devil, it, makes, itself, that, this, beast, has, refused, ., Is, it, that, she, had, something, ?, One, would, believe, that, she, is, stuffed, ...]|1
192|[pious, ;, moreover, ,, she, was, not, anxious, on, Jim, 's, account, ., She, said, if, he, were, to, break, his, neck, it, would, n't, be, much, loss, ., She, always, spanked, Jim, to, sleep, ,, and, she, never, kissed, him, good, night, ;, on, the, contrary, ,, she, boxed, his, ears, when, she, was, ready, to, leave, him, ., Once, this, little, bad, boy, stole, the, key, of, the, pantry, ,, and, slipped, in, there, and, helped, himself, to, some, jam, ,, and, filled, up, the, vessel, with, tar, ,, so, that, his, mother, would, never, know, the, difference, ...]|1
193|[just, at, that, moment, Alderman, McWelter, ,, full, of, wrath, ,, stepped, in, ., All, the, bad, boys, ran, away, ,, but, Jacob, Blivens, rose, in, conscious, innocence, and, began, one, of, those, stately, little, Sunday-school-book, speeches, which, always, commence, with, ``, Oh, ,, sir, !, '', in, dead, opposition, to, the, fact, that, no, boy, ,, good, or, bad, ,, ever, starts, a, remark, with, ``, Oh, ,, sir, ., '', But, the, alderman, never, waited, to, hear, the, rest, ., He, took, Jacob, Blivens, by, the, ear, and, turned, him, around, ,, and, hit, him, a, whack, in, ...]|1
194|['', He, declined, ., This, lack, of, confidence, on, his, part, created, a, coldness, between, us, ,, and, from, that, time, forward, I, avoided, him, ., It, was, my, idea, ,, in, case, anything, happened, to, me, ,, to, so, time, the, occurrence, as, to, throw, my, custom, into, the, hands, of, the, opposition, coroner, on, the, American, side, ., At, last, a, policeman, came, along, ,, and, arrested, me, for, disturbing, the, peace, by, yelling, at, people, on, shore, for, help, ., The, judge, fined, me, ,, but, had, the, advantage, of, him, ., My, money, was, with, my, ...]|1
195|[thinks, it, nevertheless, ., I, honor, the, cow, for, it, ., We, all, honor, this, touching, maternal, instinct, wherever, we, find, it, ,, be, it, in, the, home, of, luxury, or, in, the, humble, cow-shed, ., But, really, ,, madam, ,, when, I, come, to, examine, the, matter, in, all, its, bearings, ,, I, find, that, the, correctness, of, your, assertion, does, not, assert, itself, in, all, cases, ., A, soiled, baby, ,, with, a, neglected, nose, ,, can, not, be, conscientiously, regarded, as, a, thing, of, beauty, ;, and, inasmuch, as, babyhood, spans, but, three, short, years, ,, no, ...]|1
196|[So, we, returned, ,, bag, and, baggage, ,, to, our, own, bedroom, once, more, ,, and, felt, a, great, gladness, ,, like, storm-buffeted, birds, that, have, found, their, nest, again, ., Mrs., McWilliams, sped, to, the, nursery, to, see, how, things, were, going, on, there, ., She, was, back, in, a, moment, with, a, new, dread, ., She, said, :, ``, What, can, make, Baby, sleep, so, ?, '', I, said, :, ``, Why, ,, my, darling, ,, Baby, always, sleeps, like, a, graven, image, ., '', ``, I, know, ., I, know, ;, but, there, 's, something, peculiar, about, ...]|1
197|[to, pour, balm, upon, my, wounded, heart, ., (, I, do, n't, know, what, balm, is, ,, but, I, believe, it, is, the, correct, expression, to, use, in, this, connection, --, never, having, seen, any, balm, ., ), You, may, remember, that, I, lectured, in, Newark, lately, for, the, young, gentlemen, of, the, --, --, -Society, ?, I, did, at, any, rate, ., During, the, afternoon, of, that, day, I, was, talking, with, one, of, the, young, gentlemen, just, referred, to, ,, and, he, said, he, had, an, uncle, who, ,, from, some, cause, or, other, ,, seemed, to, have, ...]|1
198|[Department, was, the, proper, place, for, me, to, go, to, ., I, went, there, ., I, waited, two, hours, and, a, half, ,, and, then, I, was, admitted, to, the, First, Lord, of, the, Treasury, ., I, said, ,, ``, Most, noble, ,, grave, ,, and, reverend, Signor, ,, on, or, about, the, 10th, day, of, October, ,, 1861, ,, John, Wilson, Macken, --, '', ``, That, is, sufficient, ,, sir, ., I, have, heard, of, you, ., Go, to, the, First, Auditor, of, the, Treasury, ., '', I, did, so, ., He, sent, me, to, the, Second, Auditor, ., ...]|1
199|[of, Florida, with, their, same, old, documents, ,, and, besieged, Congress, once, more, ., Congress, capitulated, on, the, 1st, of, June, ,, 1860, ,, and, instructed, Mr., Floyd, to, overhaul, those, papers, again, ,, and, pay, that, bill, ., A, Treasury, clerk, was, ordered, to, go, through, those, papers, and, report, to, Mr., Floyd, what, amount, was, still, due, the, emaciated, Fishers, ., This, clerk, (, I, can, produce, him, whenever, he, is, wanted, ), discovered, what, was, apparently, a, glaring, and, recent, forgery, in, the, paper, ;, whereby, a, witness, 's, testimony, as, to, the, price, of, corn, in, ...]|1
200|[brought, in, 'not, guilty, ,, ', the, jury, expecting, him, to, do, as, much, for, them, some, time, ;, and, ,, although, the, evidence, was, straight, and, square, against, this, Spaniard, ,, we, knew, we, could, not, convict, him, without, seeming, to, be, rather, high-handed, and, sort, of, reflecting, on, every, gentleman, in, the, community, ;, for, there, war, n't, any, carriages, and, liveries, then, ,, and, so, the, only, 'style, ', there, was, ,, was, to, keep, your, private, graveyard, ., But, that, woman, seemed, to, have, her, heart, set, on, hanging, that, Spaniard, ;, and, you, 'd, ought, ...]|1
201|[I, am, with, the, noble, science, of, astronomy, ,, I, beg, with, deference, and, humility, to, suggest, that, inasmuch, as, the, last, of, these, wonderful, apparitions, proceeded, in, exactly, the, opposite, direction, from, that, pursued, by, the, first, ,, which, you, decide, to, be, the, Vernal, Equinox, ,, and, greatly, resembled, it, in, all, particulars, ,, is, it, not, possible, ,, nay, certain, ,, that, this, last, is, the, Autumnal, Equi, --, '', ``, O-o-o, !, '', ``, O-o-o, !, go, to, bed, !, go, to, bed, !, '', with, annoyed, derision, from, everybody, ., So, the, poor, old, Woodlouse, ...]|1
202|[that, the, parvenus, of, these, new, times, should, find, what, comfort, they, might, in, their, wise-drawn, theories, ,, since, as, far, as, he, was, concerned, he, was, content, to, be, of, the, old, first, families, and, proud, to, point, back, to, his, place, among, the, old, original, aristocracy, of, the, land, ., ``, Enjoy, your, mushroom, dignity, ,, stinking, of, the, varnish, of, yesterday, 's, veneering, ,, since, you, like, it, ,, '', said, he, ;, ``, suffice, it, for, the, Tumble-Bugs, that, they, come, of, a, race, that, rolled, their, fragrant, spheres, down, the, solemn, aisles, of, antiquity, ,, ...]|1
203|[following, sentence, ,, which, he, instantly, translated, and, laid, before, the, scientists, ,, in, a, tremble, ,, and, it, uplifted, every, soul, there, with, exultation, and, astonishment, :, ``, In, truth, it, is, believed, by, many, that, the, lower, animals, reason, and, talk, together, ., '', When, the, great, official, report, of, the, expedition, appeared, ,, the, above, sentence, bore, this, comment, :, ``, Then, there, are, lower, animals, than, Man, !, This, remarkable, passage, can, mean, nothing, else, ., Man, himself, is, extinct, ,, but, they, may, still, exist, ., What, can, they, be, ?, Where, do, they, inhabit, ...]|1
204|[fail, to, make, a, person, conspicuous, in, Washington, ., Riley, would, tell, all, about, his, trip, to, California, in, the, early, days, ,, by, way, of, the, Isthmus, and, the, San, Juan, River, ;, and, about, his, baking, bread, in, San, Francisco, to, gain, a, living, ,, and, setting, up, tenpins, ,, and, practising, law, ,, and, opening, oysters, ,, and, delivering, lectures, ,, and, teaching, French, ,, and, tending, bar, ,, and, reporting, for, the, newspapers, ,, and, keeping, dancing-schools, ,, and, interpreting, Chinese, in, the, courts, --, which, latter, was, lucrative, ,, and, Riley, was, doing, handsomely, and, ...]|1
205|[Sabbath-breaker, ., If, anybody, caught, him, playing, ``, mumblepeg, '', by, himself, ,, after, the, age, of, sixty, ,, he, would, immediately, appear, to, be, ciphering, out, how, the, grass, grew, --, as, if, it, was, any, of, his, business, ., My, grandfather, knew, him, well, ,, and, he, says, Franklin, was, always, fixed, --, always, ready, ., If, a, body, ,, during, his, old, age, ,, happened, on, him, unexpectedly, when, he, was, catching, flies, ,, or, making, mud-pies, ,, or, sliding, on, a, cellar, door, ,, he, would, immediately, look, wise, ,, and, rip, out, a, maxim, ,, ...]|1
206|[Brandenburgh, was, resplendent, with, military, pageantry, ,, and, noisy, with, the, rejoicings, of, loyal, multitudes, ;, for, Conrad, ,, the, young, heir, to, the, crown, ,, was, come, ., The, old, Duke, 's, ,, heart, was, full, of, happiness, ,, for, Conrad, 's, handsome, person, and, graceful, bearing, had, won, his, love, at, once, ., The, great, halls, of, tie, palace, were, thronged, with, nobles, ,, who, welcomed, Conrad, bravely, ;, and, so, bright, and, happy, did, all, things, seem, ,, that, he, felt, his, fears, and, sorrows, passing, away, and, giving, place, to, a, comforting, contentment, ., But, in, ...]|1
207|[and, sale, ., There, is, hope, for, us, yet, ., At, least, the, above, is, the, speech, which, I, was, going, to, make, ,, but, our, minister, ,, General, Schenck, ,, presided, ,, and, after, the, blessing, ,, got, up, and, made, a, great, long, inconceivably, dull, harangue, ,, and, wound, up, by, saying, that, inasmuch, as, speech-making, did, not, seem, to, exhilarate, the, guests, much, ,, all, further, oratory, would, be, dispensed, with, during, the, evening, ,, and, we, could, just, sit, and, talk, privately, to, our, elbow-neighbors, and, have, a, good, sociable, time, ., It, is, known, that, ...]|1
208|[of, the, murdered, woman, in, her, blood, smeared, hands, and, walked, off, ,, through, the, snow, ,, with, no, shoes, on, ,, to, a, neighbor, 's, house, a, quarter, of, a, mile, off, ,, and, told, a, string, of, wild, ,, incoherent, stories, about, some, men, coming, and, setting, fire, to, the, house, ;, and, then, she, cried, piteously, ,, and, without, seeming, to, think, there, was, anything, suggestive, about, the, blood, upon, her, hands, ,, her, clothing, ,, and, the, baby, ,, volunteered, the, remark, that, she, was, afraid, those, men, had, murdered, her, mistress, !, Afterward, ,, by, ...]|1
209|[have, on, that, it, was, a, costly, one, in, its, day, ., How, did, --, '', A, most, ghastly, expression, began, to, develop, among, the, decayed, features, and, shriveled, integuments, of, my, guest, 's, face, ,, and, I, was, beginning, to, grow, uneasy, and, distressed, ,, when, he, told, me, he, was, only, working, up, a, deep, ,, sly, smile, ,, with, a, wink, in, it, ,, to, suggest, that, about, the, time, he, acquired, his, present, garment, a, ghost, in, a, neighboring, cemetery, missed, one, ., This, reassured, me, ,, but, I, begged, him, to, confine, himself, to, speech, ...]|1
210|[dat, town, dey, all, run, away, an, ', lef, ', me, all, by, myse'f, wid, de, other, niggers, in, dat, mons'us, big, house, ., So, de, big, Union, officers, move, in, dah, ,, an, ', dey, ask, me, would, I, cook, for, dem, ., 'Lord, bless, you, ,, ', says, I, ,, 'dat, what, I, 's, for, ., ', ``, Dey, wa'n't, no, small-fry, officers, ,, mine, you, ,, de, was, de, biggest, dey, is, ;, an, ', de, way, dey, made, dem, sojers, mosey, roun, ', !, De, Gen'l, he, tole, me, to, boss, dat, kitchen, ;, an, ', ...]|1
211|[;, and, so, all, just, men, were, forced, to, confess, that, he, was, not, morally, ,, but, only, physically, ,, drunk, ., By, every, right, and, by, every, moral, evidence, the, man, was, strictly, sober, ;, and, ,, therefore, ,, it, caused, his, friends, all, the, more, anguish, to, see, him, shake, hands, with, the, pump, and, try, to, wind, his, watch, with, his, night-key, ., There, is, a, moral, in, these, solemn, warnings, --, or, ,, at, least, ,, a, warning, in, these, solemn, morals, ;, one, or, the, other, ., No, matter, ,, it, is, somehow, ., Let, ...]|1
212|[here, ,, you, petrified, fool, --, '', But, it, was, no, use, ., Before, I, could, arrest, him, he, had, sat, down, on, the, bed, ,, and, it, was, a, melancholy, ruin, ., ``, Now, what, sort, of, a, way, is, that, to, do, ?, First, you, come, lumbering, about, the, place, bringing, a, legion, of, vagabond, goblins, along, with, you, to, worry, me, to, death, ,, and, then, when, I, overlook, an, indelicacy, of, costume, which, would, not, be, tolerated, anywhere, by, cultivated, people, except, in, a, respectable, theater, ,, and, not, even, there, if, the, nudity, were, of, ...]|1
213|[at, Rome, ,, and, is, still, the, most, charming, and, most, illustrious, work, of, ancient, art, the, world, can, boast, of, ., But, if, ever, it, shall, be, your, fortune, to, stand, before, it, and, go, into, the, customary, ecstasies, over, it, ,, do, n't, permit, this, true, and, secret, history, of, its, origin, to, mar, your, bliss, --, and, when, you, read, about, a, gigantic, Petrified, man, being, dug, up, near, Syracuse, ,, in, the, State, of, New, York, ,, or, near, any, other, place, ,, keep, your, own, counsel, --, and, if, the, Barnum, that, buried, him, there, ...]|1
214|[,, what, put, it, into, your, head, that, you, could, edit, a, paper, of, this, nature, ?, You, do, not, seem, to, know, the, first, rudiments, of, agriculture, ., You, speak, of, a, furrow, and, a, harrow, as, being, the, same, thing, ;, you, talk, of, the, moulting, season, for, cows, ;, and, you, recommend, the, domestication, of, the, pole-cat, on, account, of, its, playfulness, and, its, excellence, as, a, ratter, !, Your, remark, that, clams, will, lie, quiet, if, music, be, played, to, them, was, superfluous, --, entirely, superfluous, ., Nothing, disturbs, clams, ., Clams, always, lie, quiet, ., ...]|1
215|[in, with, a, poor, little, moral, at, the, fag-end, of, such, a, gorgeous, massacre, was, like, following, the, expiring, sun, with, a, candle, and, hope, to, attract, the, world, 's, attention, to, it, ., The, idea, that, anybody, could, ever, take, my, massacre, for, a, genuine, occurrence, never, once, suggested, itself, to, me, ,, hedged, about, as, it, was, by, all, those, telltale, absurdities, and, impossibilities, concerning, the, ``, great, pine, forest, ,, '', the, ``, dressed-stone, mansion, ,, '', etc, ., But, I, found, out, then, ,, and, never, have, forgotten, since, ,, that, we, never, read, the, dull, ...]|1
216|[next, experiment, is, bound, to, finish, him, ,, and, then, you, are, safe, ,, married, or, single, ., If, married, ,, the, wooden, legs, and, such, other, valuables, as, he, may, possess, revert, to, the, widow, ,, and, you, see, you, sustain, no, actual, loss, save, the, cherished, fragment, of, a, noble, but, most, unfortunate, husband, ,, who, honestly, strove, to, do, right, ,, but, whose, extraordinary, instincts, were, against, him, ., Try, it, ,, Maria, ., I, have, thought, the, matter, over, carefully, and, well, ,, and, it, is, the, only, chance, I, see, for, you, ., It, would, ...]|1
217|[of, some, kind, ., But, I, did, n't, mind, ., I, said, it, was, cheap, ,, and, full, of, republican, simplicity, ,, and, perfectly, safe, ., I, said, that, ,, for, a, tranquil, pleasure, excursion, ,, there, was, nothing, equal, to, a, raft, ., Then, the, Secretary, of, the, Navy, asked, me, who, I, was, ;, and, when, I, told, him, I, was, connected, with, the, government, ,, he, wanted, to, know, in, what, capacity, ., I, said, that, ,, without, remarking, upon, the, singularity, of, such, a, question, ,, coming, ,, as, it, did, ,, from, a, member, of, ...]|1
218|[to, my, grandmother, ., I, have, never, drunk, a, drop, from, that, day, to, this, of, any, kind, of, water, ., HONORED, AS, A, CURIOSITY, If, you, get, into, conversation, with, a, stranger, in, Honolulu, ,, and, experience, that, natural, desire, to, know, what, sort, of, ground, you, are, treading, on, by, finding, out, what, manner, of, man, your, stranger, is, ,, strike, out, boldly, and, address, him, as, ``, Captain, ., '', Watch, him, narrowly, ,, and, if, you, see, by, his, countenance, that, you, are, on, the, wrong, track, ,, ask, him, where, he, preaches, ., It, is, ...]|1
219|[., It, was, cheer, less, ,, indeed, !, -not, a, living, thing, visible, anywhere, ,, not, a, human, habitation, ;, nothing, but, a, vast, white, desert, ;, uplifted, sheets, of, snow, drifting, hither, and, thither, before, the, wind, --, a, world, of, eddying, flakes, shutting, out, the, firmament, above, ., ``, All, day, we, moped, about, the, cars, ,, saying, little, ,, thinking, much, ., Another, lingering, dreary, night, --, and, hunger, ., ``, Another, dawning, --, another, day, of, silence, ,, sadness, ,, wasting, hunger, ,, hopeless, watching, for, succor, that, could, not, come, ., A, night, of, restless, ...]|1
220|[inspire, all, thinking, men, with, forebodings, for, the, future, of, a, city, where, human, life, is, held, so, cheaply, and, the, gravest, laws, are, so, openly, set, at, defiance, ., As, the, result, of, that, affray, ,, it, is, our, painful, duty, ,, as, public, journalists, ,, to, record, the, death, of, one, of, our, most, esteemed, citizens, --, a, man, whose, name, is, known, wherever, this, paper, circulates, ,, and, where, fame, it, has, been, our, pleasure, and, our, privilege, to, extend, ,, and, also, to, protect, from, the, tongue, of, slander, and, falsehood, ,, to, the, best, of, ...]|1
221|[``, Come, rise, up, ,, William, Ri-i-ley, ,, And, go, along, with, me, !, ``, Whe-ew, !, All, the, solemn, old, flats, got, up, in, a, huff, to, go, ,, and, everybody, else, laughed, till, the, windows, rattled, ., ``, The, showman, went, down, and, grabbed, the, orchestra, and, shook, him, up, and, says, :, ``, 'That, lets, you, out, ,, you, know, ,, you, chowder-headed, old, clam, ., Go, to, the, doorkeeper, and, get, your, money, ,, and, cut, your, stick, --, vamose, the, ranch, !, Ladies, and, gentlemen, ,, circumstances, over, which, I, have, no, control, compel, me, ...]|1
222|[remembered, phosphorescent, flash, of, spangles, which, some, tropical, voyager, 's, prow, stirred, into, life, for, a, single, instant, ,, and, which, ten, thousand, miles, of, phosphorescent, seas, and, tedious, lapse, of, time, had, since, diminished, to, an, incident, utterly, trivial, in, his, recollection, ., Children, occupying, seats, at, the, first, table, will, be, charged, full, fare, ., FIRST-CLASS, FARE, from, the, Earth, to, Uranus, ,, including, visits, to, the, Sun, and, Moon, and, all, the, principal, planets, on, the, route, ,, will, be, charged, at, the, low, rate, of, $, 2, for, every, 50,000,000, miles, of, actual, travel, ., A, ...]|1
223|[this, seductive, burst, of, confidence, that, he, would, forget, himself, ,, and, tell, me, all, about, his, affairs, before, he, suspected, what, I, was, about, ., I, thought, to, myself, ,, My, son, ,, you, little, know, what, an, old, fox, you, are, dealing, with, ., I, said, :, ``, Now, you, never, would, guess, what, I, made, lecturing, this, winter, and, last, spring, ?, '', ``, No, --, do, n't, believe, I, could, ,, to, save, me, ., Let, me, see, --, let, me, see, ., About, two, thousand, dollars, ,, maybe, ?, But, no, ;, no, ,, sir, ...]|1
224|[can, answer, these, it, is, tolerably, fair, evidence, that, they, can, answer, nearly, any, other, question, you, choose, to, ask, them, ., '', There, were, some, things, in, Gondour, which, one, could, not, shut, his, eyes, to, ., One, was, ,, that, ignorance, and, incompetence, had, no, place, in, the, government, ., Brains, and, property, managed, the, state, ., A, candidate, for, office, must, have, marked, ability, ,, education, ,, and, high, character, ,, or, he, stood, no, sort, of, chance, of, election, ., If, a, hod-carrier, possessed, these, ,, he, could, succeed, ;, but, the, mere, fact, that, he, ...]|1
225|[and, should, enjoy, seeing, them, ;, but, would, we, not, miss, a, spike-tailed, coat, and, kids, ,, and, turn, away, regretfully, ,, and, say, to, parties, from, the, Orient, :, ``, These, are, well, enough, ,, but, you, ought, to, see, Talmage, of, Brooklyn, ., '', I, fear, me, that, in, the, better, world, we, shall, not, even, have, Dr., Talmage, 's, ``, good, Christian, friend, ., '', For, if, he, were, sitting, under, the, glory, of, the, Throne, ,, and, the, keeper, of, the, keys, admitted, a, Benjamin, Franklin, or, other, labouring, man, ,, that, ``, friend, ,, '', ...]|1
226|[our, horses, ', way, ,, besieged, us, ,, threw, themselves, in, the, animals, ', path, ,, clung, to, their, manes, ,, saddle-furniture, ,, and, tails, ,, asking, ,, beseeching, ,, demanding, ``, bucksheesh, !, bucksheesh, !, BUCKSHEESH, !, '', We, had, rained, small, copper, Turkish, coins, among, them, ,, as, fugitives, fling, coats, and, hats, to, pursuing, wolves, ,, and, then, had, spurred, our, way, through, as, they, stopped, to, scramble, for, the, largess, ., I, was, fervently, thankful, when, we, had, gotten, well, up, on, the, desolate, hillside, and, outstripped, them, and, left, them, jawing, and, gesticulating, in, the, ...]|1
227|[King, ., They, tried, to, get, a, Portuguese, in, the, person, of, Dom-Luis, ,, who, is, an, old, ex-monarch, ;, they, tried, to, get, an, Italian, ,, in, the, person, of, Victor, Emanuel, 's, young, son, ,, the, Duke, of, Genoa, ;, they, tried, to, get, a, Spaniard, ,, in, the, person, of, Espartero, ,, who, is, an, octogenarian, ., Some, of, them, desired, a, French, Bourbon, ,, Montpensier, ;, some, of, them, a, Spanish, Bourbon, ,, the, Prince, of, Asturias, ;, some, of, them, an, English, prince, ,, one, of, the, sons, of, Queen, Victoria, ., They, have, just, ...]|1
228|[firearms, ,, do, find, as, follows, ,, namely, :, ``, That, the, prisoner, ,, Daniel, McFarland, ,, is, insane, as, above, described, ., Because, :, ``, 1, ., His, great, grandfather, 's, stepfather, was, tainted, with, insanity, ,, and, frequently, killed, people, who, were, distasteful, to, him, ., Hence, ,, insanity, is, hereditary, in, the, family, ., ``, 2, ., For, nine, years, the, prisoner, at, the, bar, did, not, adequately, support, his, family, ., Strong, circumstantial, evidence, of, insanity, ., ``, 3, ., For, nine, years, he, made, of, his, home, ,, as, a, general, thing, ,, a, poor-house, ...]|1
